label;LE_max;S_max
30072;0.000611533;137.289
30073;0.000682229;146.749
30074;0.000581472;130.264
30075;0.000783783;154.137
30076;0.000561357;126.596
30077;0.000526534;118.894
30078;0.000675458;148.861
30079;0.000679053;148.663
30080;0.000601335;135.411
30081;0.000678192;148.54
30082;0.000688493;150.79
30083;0.000656625;145.12
30084;0.000665284;146.262
30085;0.000673342;148.084
30086;0.000960179;203.864
30087;0.00100525;212.761
30088;0.00058759;133.076
30089;0.000591294;132.885
30090;0.000731272;146.285
30091;0.00100887;213.649
30092;0.00100373;211.998
30093;0.000600228;135.259
30094;0.000969012;205.313
30095;0.000520172;116.669
30096;0.000976001;206.363
30097;0.00124765;269.187
30098;0.0014332;315.657
30099;0.00142556;319.785
30100;0.00121431;261.947
30101;0.000601694;135.24
30102;0.00117661;250.476
30103;0.000593684;134.056
30104;0.000587229;132.697
30105;0.00117969;259.52
30106;0.000615991;138.19
30107;0.00121503;266.58
30108;0.0005577;126.459
30109;0.00120679;266.956
30110;0.000547092;123.567
30111;0.000596652;134.6
30112;0.000540886;122.476
30113;0.000551774;124.907
30114;0.000546138;123.517
30115;0.000562833;125.727
30116;0.000593038;133.82
30117;0.000594711;134.325
30118;0.000513626;115.901
30119;0.000520031;117.584
30120;0.000587715;133.036
30121;0.00115246;237.845
30122;0.00103599;216.886
30123;0.0011371;235.76
30124;0.000589114;133.252
30125;0.00106896;223.478
30126;0.00105793;221.298
30127;0.00111253;231.868
30128;0.000741615;162.036
30129;0.000810269;159.969
30130;0.000593481;134.051
30131;0.00109547;229.294
30132;0.000584808;132.461
30133;0.000589747;132.969
30134;0.000916535;195.247
30135;0.000832024;178.005
30136;0.000841136;180.652
30137;0.000608232;134.746
30138;0.000812706;175.005
30139;0.000884545;187.688
30140;0.000884426;186.182
30141;0.000827851;176.972
30142;0.000863024;185.08
30143;0.000499931;113.179
30144;0.000855582;182.735
30145;0.000585538;132.364
30146;0.000596782;134.654
30147;0.000617215;138.138
30148;0.00107805;226.413
30149;0.000655974;143.009
30150;0.00110332;231.845
30151;0.00105322;221.161
30152;0.000585379;132.561
30153;0.00107504;225.756
30154;0.00109097;229.286
30155;0.00106891;224.582
30156;0.000993225;203.22
30157;0.00100171;207.325
30158;0.00107789;223.179
30159;0.00051744;117.825
30160;0.000614041;138.048
30161;0.00103865;216.917
30162;0.000588513;133.249
30163;0.000593005;133.759
30164;0.000597953;123.216
30165;0.000642305;129.016
30166;0.000579312;119.733
30167;0.000597706;123.748
30168;0.000614724;137.911
30169;0.000498438;104.656
30170;0.00052711;107.782
30171;0.000594047;133.985
30172;0.00051333;105.281
30173;0.000593338;134.022
30174;0.000927445;185.969
30175;0.000592531;133.653
30176;0.000953279;189.451
30177;0.000887856;177.72
30178;0.000882417;174.527
30179;0.000947494;189.191
30180;0.000605616;136.328
30181;0.000874157;174.1
30182;0.000942022;186.571
30183;0.0011058;214.206
30184;0.00110177;216.132
30185;0.00111174;216.33
30186;0.000620146;139.01
30187;0.000587738;133.023
30188;0.000568326;128.65
30189;0.000600013;135.193
30190;0.00109869;215.199
30191;0.00106244;205.612
30192;0.00104746;203.47
30193;0.00116063;234.624
30194;0.000483108;108.827
30195;0.00115302;234.63
30196;0.000595156;134.335
30197;0.00117608;240.161
30198;0.000584513;132.377
30199;0.00118565;242.129
30200;0.00116915;236.383
30201;0.000676385;148.703
30202;0.00059751;134.956
30203;0.00060259;134.601
30204;0.000611539;137.283
30205;0.00117423;239.776
30206;0.000749133;151.667
30207;0.000695639;140.696
30208;0.00058994;133.447
